,CLOSE
2021-07-13,5142.0991
2021-07-14,5083.0849
2021-07-15,5151.4626
2021-07-16,5094.7727
2021-07-19,5113.4945
2021-07-20,5108.9941
2021-07-21,5144.0428
2021-07-22,5151.7517
2021-07-23,5089.2282
2021-07-26,4925.299
2021-07-27,4751.313
2021-07-28,4760.4826
2021-07-29,4850.2746
2021-07-30,4811.1695
2021-08-02,4933.736
2021-08-03,4934.4583
2021-08-04,4978.8479
2021-08-05,4948.6703
2021-08-06,4921.5647
2021-08-09,4985.5627
2021-08-10,5043.148
2021-08-11,5015.3406
2021-08-12,4973.3509
2021-08-13,4945.9829
2021-08-16,4941.0676
2021-08-17,4837.4034
2021-08-18,4894.2384
2021-08-19,4862.1394
2021-08-20,4769.2678
2021-08-23,4835.8782
2021-08-24,4888.3902
2021-08-25,4898.1572
2021-08-26,4801.6094
2021-08-27,4827.0433
2021-08-30,4813.2703
2021-08-31,4805.6099
2021-09-01,4869.4587
2021-09-02,4869.4113
2021-09-03,4843.0624
2021-09-06,4933.7262
2021-09-07,4992.8294
2021-09-08,4972.1324
2021-09-09,4970.0133
2021-09-10,5013.5219
2021-09-13,4991.6598
2021-09-14,4917.1617
2021-09-15,4867.3187
2021-09-16,4807.6978
2021-09-17,4855.9402
2021-09-22,4821.7675
2021-09-23,4853.1957
2021-09-24,4849.4277
2021-09-27,4877.3698
2021-09-28,4883.828
2021-09-29,4833.9281
2021-09-30,4866.3826
2021-10-08,4929.9409
2021-10-11,4936.1918
2021-10-12,4883.8369
2021-10-13,4940.1089
2021-10-14,4913.6123
2021-10-15,4932.1084
2021-10-18,4874.7753
2021-10-19,4922.7232
2021-10-20,4910.1846
2021-10-21,4928.0156
2021-10-22,4959.7254
2021-10-25,4979.5235
2021-10-26,4963.0984
2021-10-27,4898.1644
2021-10-28,4864.138
2021-10-29,4908.7701
2021-11-01,4890.6851
2021-11-02,4839.8457
2021-11-03,4821.1119
2021-11-04,4868.7419
2021-11-05,4842.3458
2021-11-08,4848.1795
2021-11-09,4846.7444
2021-11-10,4821.1925
2021-11-11,4898.6529
2021-11-12,4888.3749
2021-11-15,4882.3777
2021-11-16,4883.3206
2021-11-17,4885.7544
2021-11-18,4837.6185
2021-11-19,4890.0575
2021-11-22,4912.399
2021-11-23,4913.3457
2021-11-24,4916.6579
2021-11-25,4896.4416
2021-11-26,4860.1265
2021-11-29,4851.423
2021-11-30,4832.026
2021-12-01,4843.851
2021-12-02,4856.163
2021-12-03,4901.0175
2021-12-06,4892.6209
2021-12-07,4922.1015
2021-12-08,4995.9298
2021-12-09,5078.6901
2021-12-10,5055.1172
2021-12-13,5083.8007
2021-12-14,5049.6953
2021-12-15,5005.8991
2021-12-16,5034.7321
2021-12-17,4954.7599
2021-12-20,4880.4178
2021-12-21,4913.4853
2021-12-22,4914.4544
2021-12-23,4948.7389
2021-12-24,4921.3449
2021-12-27,4919.3238
2021-12-28,4955.9644
2021-12-29,4883.4804
2021-12-30,4921.5109
2021-12-31,4940.3733
2022-01-04,4917.7653
2022-01-05,4868.1202
2022-01-06,4818.2318
2022-01-07,4822.3689
2022-01-10,4844.0451
2022-01-11,4797.7735
2022-01-12,4845.5787
2022-01-13,4765.9191
2022-01-14,4726.7317
2022-01-17,4767.2762
2022-01-18,4813.3472
