,Symbol,Latest Bond Rating,Coupon Description,calculated_dirty_price,FULL,fv_bond
3497,157354.SH,AAA,3.54%,105.40514102807475,102.9484,108.01320864385497
3498,163936.SH,AAA,3.54%,104.31349232329708,103.2102,106.89454898299897
3499,185156.SH,AAA,3.53%,102.574597084548,100.5029,105.1126277939482
3500,185074.SH,AAA,3.53%,102.77956618411942,100.677,105.32266849880959
3501,188934.SH,AAA,3.53%,102.51579693615477,101.0155,105.0523727377456
3502,127922.SH,AAA,3.53%,103.06536643492696,101.0542,105.61554038171633
3503,160996.SH,AAA,3.53%,102.69928166574192,101.0928,105.24039747910601
3504,160999.SH,AAA,3.53%,102.69928166574192,101.0928,105.24039747910601
3505,173503.SH,AAA,3.53%,102.69928166574192,101.0928,105.24039747910601
3506,130531.SH,AAA,3.53%,101.97628459723728,101.3346,104.49951110062767
3507,130517.SH,AAA,3.53%,102.01434951918071,101.3636,104.53851787312269
3508,130521.SH,AAA,3.53%,102.01434951918071,101.3636,104.53851787312269
3509,130465.SH,AAA,3.53%,102.10671916193574,101.4894,104.63317304267083
3510,155663.SH,AAA,3.53%,102.1254530865894,101.5281,104.65237050583627
3511,188542.SH,AAA,3.53%,103.66187756995929,100.9405,106.2268111514169
3512,163903.SH,AAA,3.53%,103.14557977119699,102.8398,105.69773845803451
3513,188404.SH,AAA,3.53%,104.30133143021922,101.9923,106.88208718968886
3514,173060.SH,AAA,3.53%,100.76472045908088,100.4159,103.2579689067299
3515,173061.SH,AAA,3.53%,100.76472045908088,100.4159,103.2579689067299
3516,130254.SH,AAA,3.53%,102.63393582232985,102.2341,105.17343476600078
3517,130258.SH,AAA,3.53%,102.63393582232985,102.2341,105.17343476600078
3518,157444.SH,AAA,3.53%,104.64199653418163,102.2921,107.23118146149645
3519,157447.SH,AAA,3.53%,104.64199653418163,102.2921,107.23118146149645
3520,157449.SH,AAA,3.53%,104.64199653418163,102.2921,107.23118146149645
3521,157468.SH,AAA,3.53%,104.64199653418163,102.2921,107.23118146149645
3522,157425.SH,AAA,3.53%,104.67456112155982,102.3308,107.26455180317593
3523,157431.SH,AAA,3.53%,104.67456112155982,102.3308,107.26455180317593
3524,157435.SH,AAA,3.53%,104.67456112155982,102.3308,107.26455180317593
3525,157438.SH,AAA,3.53%,104.67456112155982,102.3308,107.26455180317593
3526,130207.SH,AAA,3.53%,102.72645637017933,102.3598,105.26824457452854
3527,157737.SH,AAA,3.53%,104.72880213714394,102.3695,107.32013491872608
3528,188153.SH,AAA,3.53%,104.31158979688581,102.7845,106.89259938186751
3529,157376.SH,AAA,3.53%,103.42139351161624,100.764,105.98037673165355
3530,157378.SH,AAA,3.53%,103.42139351161624,100.764,105.98037673165355
3531,157379.SH,AAA,3.53%,103.42139351161624,100.764,105.98037673165355
3532,173037.SH,AAA,3.53%,101.14557589802092,100.793,103.6482479537303
3533,188079.SH,AAA,3.53%,104.54315025282696,103.5253,107.12988940014635
3534,130508.SH,AAA,3.53%,103.78250522900477,101.4023,106.35042353291571
3535,163938.SH,AAA,3.53%,105.48289164124131,103.2592,108.09288306125278
3536,130450.SH,AAA,3.53%,103.97293436595491,101.5667,106.54556450896912
3537,130454.SH,AAA,3.53%,103.97293436595491,101.5667,106.54556450896912
3538,130343.SH,AAA,3.53%,104.33515083412094,100.1838,106.91674339615297
3539,173085.SH,AAA,3.53%,100.53968406805697,100.2031,103.02736438005269
3540,175638.SH,AAA,3.53%,101.84084825574568,101.0724,104.3607236214895
3541,155830.SH,AAA,3.52%,101.61931949526097,101.009,104.13371351559269
3542,188883.SH,AAA,3.52%,103.09497865757083,101.899,105.64588530751067
3543,130269.SH,AAA,3.52%,102.59066792954027,103.9595,105.12909628415942
3544,173048.SH,AAA,3.52%,100.73943317815632,100.4629,103.2320559358454
3545,130226.SH,AAA,3.52%,102.67735067404497,102.3049,105.21792384301173
3546,130230.SH,AAA,3.52%,102.67735067404497,102.3049,105.21792384301173
3547,173526.SH,AAA,3.52%,100.83066932031892,100.5497,103.32554955829255
3548,130215.SH,AAA,3.52%,102.6840159278328,102.3145,105.22475401695797
3549,130222.SH,AAA,3.52%,102.6840159278328,102.3145,105.22475401695797
3550,157752.SH,AAA,3.52%,104.63149790100285,102.3435,107.220423057827
3551,130211.SH,AAA,3.52%,102.67821268725058,102.3435,105.21880718524082
3552,130219.SH,AAA,3.52%,102.67821268725058,102.3435,105.21880718524082
3553,173045.SH,AAA,3.52%,100.90224847613605,100.6172,103.39889981631997
3554,188124.SH,AAA,3.52%,104.29772674515905,103.3667,106.87839331294147
3555,157346.SH,AAA,3.52%,103.81533985506874,101.1669,106.38407059492046
3556,157350.SH,AAA,3.52%,103.81533985506874,101.1669,106.38407059492046
3557,157355.SH,AAA,3.52%,103.81533985506874,101.1669,106.38407059492046
3558,175965.SH,AAA,3.52%,104.6455130646365,103.6717,107.23478500240556
3559,163349.SH,AAA,3.52%,105.30957261080238,103.5957,107.91527555165547
3560,130532.SH,AAA,3.52%,103.70072624052426,101.3308,106.26662106503537
3561,130518.SH,AAA,3.52%,103.7467874160576,102.1198,106.31382194456306
3562,130522.SH,AAA,3.52%,103.7467874160576,101.3598,106.31382194456306
3563,173119.SH,AAA,3.52%,103.47068280973942,101.4755,106.03088560807227
3564,173120.SH,AAA,3.52%,103.47068280973942,101.4755,106.03088560807227
3565,130466.SH,AAA,3.52%,103.86357051893025,101.4852,106.43349464300667
3566,173117.SH,AAA,3.52%,103.5447378256808,101.543,106.10677298709368
3567,157570.SH,AAA,3.52%,101.01861548648826,100.1157,103.51814612675456
3568,160540.SH,AAA,3.51%,102.95603644388103,100.9039,105.50350520944014
3569,171943.SH,AAA,3.51%,102.53491487699901,101.0578,105.07196371891703
3570,127950.SH,AAA,3.51%,101.03551516339567,101.1347,103.53546395689081
3571,130419.SH,AAA,3.51%,102.20402735204132,101.654,104.73288895536841
3572,155602.SH,AAA,3.51%,102.28296308237,102.2502,104.81377781359949
3573,157777.SH,AAA,3.51%,104.44204556269898,102.2022,107.02628304961023
3574,157769.SH,AAA,3.51%,102.96956223034556,100.5097,105.5173656680593
3575,188094.SH,AAA,3.51%,104.36905534856761,103.8349,106.95148681907501
3576,160503.SH,AAA,3.51%,101.88673348340204,101.3078,104.40774419961477
3577,160505.SH,AAA,3.51%,101.88673348340204,101.3078,104.40774419961477
3578,140552.SH,AAA,3.51%,104.77570566654138,103.1061,107.36819899470497
3579,163165.SH,AAA,3.51%,105.50708900055803,104.3961,108.11767914230742
3580,130420.SH,AAA,3.51%,103.97662245221754,101.654,106.54934385053724
3581,130422.SH,AAA,3.51%,103.97662245221754,101.654,106.54934385053724
3582,157129.SH,AAA,3.51%,101.05057311110956,100.125,103.55089448743519
3583,157557.SH,AAA,3.51%,101.05057311110956,100.125,103.55089448743519
3584,130302.SH,AAA,3.51%,104.34483143724921,101.3881,106.92666352903542
3585,185196.SH,AAA,3.50%,102.32519196332647,100.4027,104.85705157505986
3586,184181.SH,AAA,3.50%,102.34780555771682,100.4219,104.88022470366866
3587,185183.SH,AAA,3.50%,102.4689527534383,100.4315,105.00436947687852
3588,185094.SH,AAA,3.50%,102.56189406701887,100.6041,105.09961046225644
3589,155575.SH,AAA,3.50%,101.47974588929523,101.3012,103.99068640253815
3590,163024.SH,AAA,3.50%,101.52905640632835,100.9184,104.04121702289198
3591,197593.SH,AAA,3.50%,102.75319179977514,100.7671,105.29564152601446
3592,155772.SH,AAA,3.50%,101.7989218091238,101.4127,104.31775977757738
3593,127920.SH,AAA,3.50%,103.07006777915565,101.1411,105.62035805256356
3594,155713.SH,AAA,3.50%,101.97780275893695,102.2704,104.50106682660861
3595,188763.SH,AAA,3.50%,103.50731106281154,102.7996,106.06842016381358
3596,188694.SH,AAA,3.50%,103.51851112673809,101.6492,106.07989735391955
3597,155684.SH,AAA,3.50%,102.04879024916099,102.2879,104.57381077930283
3598,155677.SH,AAA,3.50%,102.09593840327906,101.9751,104.6221255328173
3599,175070.SH,AAA,3.50%,102.93159679519107,101.7918,105.47846084398147
3600,163927.SH,AAA,3.50%,103.0257554594935,103.0281,105.57494930131598
3601,163925.SH,AAA,3.50%,103.07250574011852,103.0556,105.62285633664706
3602,188471.SH,AAA,3.50%,104.00651278852546,101.8411,106.57997377143647
3603,155562.SH,AAA,3.50%,102.3391715932041,101.6907,104.87137710666116
3604,167315.SH,AAA,3.50%,102.3691111651157,101.8795,104.90205748141379
3605,163743.SH,AAA,3.50%,103.24017807980175,101.557,105.79467743790798
3606,188362.SH,AAA,3.50%,104.22835378799549,102.0329,106.80730384213136
3607,188367.SH,AAA,3.50%,103.83695752114208,102.0425,106.40622315269135
3608,127908.SH,AAA,3.50%,103.83565348261635,103.3721,106.40488684799136
3609,147352.SH,AAA,3.50%,103.32268140989945,102.0616,105.87922216998402
3610,147353.SH,AAA,3.50%,103.32268140989945,102.0616,105.87922216998402
3611,147354.SH,AAA,3.50%,103.32268140989945,102.0616,105.87922216998402
3612,147355.SH,AAA,3.50%,103.32268140989945,102.0616,105.87922216998402
3613,147356.SH,AAA,3.50%,103.32268140989945,102.0616,105.87922216998402
3614,147357.SH,AAA,3.50%,103.32268140989945,102.0616,105.87922216998402
3615,147358.SH,AAA,3.50%,103.32268140989945,102.0616,105.87922216998402
3616,147359.SH,AAA,3.50%,103.32268140989945,102.0616,105.87922216998402
3617,147360.SH,AAA,3.50%,103.32268140989945,102.0616,105.87922216998402
3618,188291.SH,AAA,3.50%,103.99404197120974,103.3447,106.56719438535015
3619,157764.SH,AAA,3.50%,102.8983519807056,100.5082,105.4443934441533
3620,157768.SH,AAA,3.50%,102.8983519807056,100.5082,105.4443934441533
3621,163650.SH,AAA,3.50%,103.48789431825408,102.083,106.04852298554873
3622,157445.SH,AAA,3.50%,102.92849063076552,100.5178,105.47527782289816
3623,157450.SH,AAA,3.50%,102.92849063076552,100.5178,105.47527782289816
3624,157451.SH,AAA,3.50%,102.92849063076552,100.5178,105.47527782289816
3625,157453.SH,AAA,3.50%,102.92849063076552,100.5178,105.47527782289816
3626,157455.SH,AAA,3.50%,102.92849063076552,100.5178,105.47527782289816
3627,157457.SH,AAA,3.50%,102.92849063076552,100.5178,105.47527782289816
3628,157461.SH,AAA,3.50%,102.92849063076552,100.5178,105.47527782289816
3629,157466.SH,AAA,3.50%,102.92849063076552,100.5178,105.47527782289816
3630,163639.SH,AAA,3.50%,103.530378960066,102.2918,106.09205883622388
3631,163591.SH,AAA,3.50%,104.66370755400062,102.9356,107.25342968288973
3632,166609.SH,AA+,3.50%,103.97043269073419,102.8384,106.54300093412883
3633,140590.SH,AAA,3.50%,103.04277913793383,102.8575,105.59239420118827
3634,175962.SH,AAA,3.50%,104.03123266178024,102.9151,106.60530529513137
3635,157663.SH,AAA,3.50%,105.21926428498632,102.9342,107.82273270276303
3636,152438.SH,AAA,3.50%,105.20016663257046,103.6397,107.80316251202203
3637,173555.SH,AAA,3.50%,103.14893143507736,101.3329,105.70117305303131
3638,163311.SH,AAA,3.50%,104.21425943145486,103.2452,106.79286074515456
3639,173126.SH,AAA,3.50%,103.27602071384132,101.4479,105.83140693583474
3640,173128.SH,AAA,3.50%,103.27602071384132,101.4479,105.83140693583474
3641,173543.SH,AAA,3.50%,103.28657943072147,101.4575,105.84222690987266
3642,173544.SH,AAA,3.50%,103.28657943072147,101.4575,105.84222690987266
3643,175801.SH,AAA,3.50%,104.90383639202334,103.2795,107.49950009302127
3644,175791.SH,AAA,3.50%,104.92169785799142,103.5486,107.51780351002236
3645,155182.SH,AAA,3.50%,103.37187492675248,103.847,105.92963289519102
3646,155191.SH,AAA,3.50%,103.40091946801084,103.4162,105.9593960933074
3647,163166.SH,AA+,3.50%,104.38342141792691,103.3658,106.9662083519335
3648,175730.SH,AAA,3.50%,101.00577563584038,100.8575,103.50498857624557
3649,130356.SH,AAA,3.50%,104.16863425805819,100.1247,106.74610665588112
3650,130346.SH,AAA,3.50%,104.17809939498964,100.1342,106.75580599122897
3651,173094.SH,AAA,3.50%,100.24569348736186,100.1438,102.72609951173388
3652,173095.SH,AAA,3.50%,100.24569348736186,100.1438,102.72609951173388
3653,157123.SH,AAA,3.50%,101.0224533178568,104.1534,103.52207891861184
3654,157126.SH,AAA,3.50%,101.0224533178568,100.1534,103.52207891861184
3655,157127.SH,AAA,3.50%,101.0224533178568,100.1534,103.52207891861184
3656,157564.SH,AAA,3.50%,101.0224533178568,100.1534,103.52207891861184
3657,175640.SH,AAA,3.50%,100.68394875525166,100.2014,103.17519864701458
3658,136165.SH,AAA,3.50%,102.56086437000508,101.311,105.09855528717382
3659,130325.SH,AAA,3.50%,104.24587303975258,100.2301,106.82525657742366
3660,185216.SH,AA+,3.50%,102.17891741743705,100.2781,104.70715771893163
3661,185182.SH,AA+,3.50%,102.38768218792983,100.3356,104.92108801201587
3662,163052.SH,AAA,3.49%,101.44180603249723,100.6311,103.95180778970892
3663,173015.SH,AAA,3.49%,102.33810730030731,100.9562,104.87028647968037
3664,188943.SH,AAA,3.49%,102.93282863809227,100.9562,105.47972316670125
3665,155726.SH,AAA,3.49%,101.81769912778725,101.3378,104.3370017084622
3666,188712.SH,AAA,3.49%,103.31807726794952,101.4629,105.87450410651753
3667,188523.SH,AAA,3.49%,103.80467234477226,101.702,106.37313913556159
3668,163774.SH,AAA,3.49%,103.17932238275364,101.8836,105.73231597205998
3669,163760.SH,AAA,3.49%,103.18728253037405,103.2932,105.74047307974348
3670,130342.SH,AAA,3.49%,102.40669291103809,101.941,104.94056912253417
3671,188398.SH,AAA,3.49%,103.74506329595994,101.6201,106.31205516410034
3672,188406.SH,AAA,3.49%,104.11411751986061,101.9697,106.6902409954391
3673,173073.SH,AAA,3.49%,100.43577957611987,100.392,102.9208889514619
3674,173075.SH,AAA,3.49%,100.43577957611987,100.392,102.9208889514619
3675,157792.SH,AAA,3.49%,102.74661404299485,100.4207,105.28890101403765
3676,157784.SH,AAA,3.49%,102.74970134180421,100.4398,105.29206470270776
3677,163637.SH,AA+,3.49%,103.4968106702978,102.6461,106.05765995727751
3678,157423.SH,AAA,3.49%,102.89204656346354,100.5546,105.4379320102848
3679,157426.SH,AAA,3.49%,102.89204656346354,100.5546,105.4379320102848
3680,157437.SH,AAA,3.49%,102.89204656346354,100.5546,105.4379320102848
3681,157738.SH,AAA,3.49%,102.94413439624805,100.5928,105.49130866625703
3682,163602.SH,AAA,3.49%,104.5989426958367,102.18,107.18706233050614
3683,130180.SH,AAA,3.49%,104.62554319872218,100.6789,107.21432101675406
3684,157681.SH,AAA,3.49%,104.40894269680584,102.7346,106.99236111064643
3685,157677.SH,AAA,3.49%,104.41719366268306,102.7442,107.00081623238067
3686,157678.SH,AAA,3.49%,104.41719366268306,102.7442,107.00081623238067
3687,157679.SH,AAA,3.49%,104.41719366268306,102.7442,107.00081623238067
3688,157683.SH,AAA,3.49%,104.41719366268306,104.6242,107.00081623238067
3689,188050.SH,AAA,3.49%,104.44201305304517,103.2429,107.02624973556135
3690,140558.SH,AAA,3.49%,103.21115959934824,103.0884,105.76494094542589
3691,173116.SH,AAA,3.49%,104.5129847606635,103.2892,107.09897751513661
3692,173118.SH,AAA,3.49%,104.5129847606635,103.2892,107.09897751513661
3693,130359.SH,AAA,3.49%,104.13065922628886,100.1243,106.70719199773681
3694,130363.SH,AAA,3.49%,104.13065922628886,100.1243,106.70719199773681
3695,185337.SH,AAA,3.49%,101.97559441215022,100.1434,104.4988038381063
3696,173053.SH,AAA,3.48%,101.6638500280039,100.41,104.17934587922574
3697,173054.SH,AAA,3.48%,101.6638500280039,100.41,104.17934587922574
3698,173058.SH,AAA,3.48%,101.6638500280039,100.41,104.17934587922574
3699,173059.SH,AAA,3.48%,101.6638500280039,100.41,104.17934587922574
3700,163069.SH,AAA,3.48%,101.3805069172052,103.4921,103.88899193400074
3701,152670.SH,AAA,3.48%,102.14603195574547,100.6865,104.67345856345973
3702,185050.SH,AAA,3.48%,102.63911336021651,100.696,105.17874041309312
3703,130697.SH,AAA,3.48%,101.57298116604716,100.8199,104.08622862469684
3704,188989.SH,AAA,3.48%,102.77710569711958,100.8581,105.32014713132139
3705,160535.SH,AAA,3.48%,102.90146791621241,100.982,105.44758647808632
3706,171977.SH,AAA,3.48%,102.32708846557321,100.9916,104.8589950029693
3707,171991.SH,AAA,3.48%,102.32708846557321,100.9916,104.8589950029693
3708,188898.SH,AAA,3.48%,102.92324919474123,101.4997,105.46990669661949
3709,175250.SH,AAA,3.48%,101.75780633490982,101.7778,104.27562697218049
3710,155771.SH,AAA,3.48%,101.77702333100548,102.0055,104.2953194595539
3711,188832.SH,AAA,3.48%,102.66072857209167,101.2871,105.20089045594096
3712,188742.SH,AAA,3.48%,103.24039421707103,101.4015,105.79489892311956
3713,139474.SH,AAA,3.48%,103.36383132185078,101.5445,105.92139026522038
3714,188631.SH,AAA,3.48%,103.6022809852422,101.5836,106.16573995245332
3715,152254.SH,AAA,3.48%,102.15595002809081,102.2818,104.68362204132366
3716,175038.SH,AAA,3.48%,102.94373790028517,100.6908,105.49090235968843
3717,175010.SH,AAA,3.48%,102.98665971641144,101.5285,105.53488620179898
3718,147643.SH,AAA,3.48%,103.03344396280401,101.7257,105.58282804332168
3719,147649.SH,AAA,3.48%,103.03344396280401,101.7257,105.58282804332168
3720,160054.SH,AAA,3.48%,103.91289485018919,101.8401,106.48403941939543
3721,163753.SH,AAA,3.48%,103.15472821827917,101.6887,105.70711326759138
3722,188432.SH,AAA,3.48%,104.04687126456538,103.565,106.62133084805087
3723,147373.SH,AAA,3.48%,104.1633301741757,104.2545,106.7406713316315
3724,130324.SH,AAA,3.48%,102.4143428891628,103.7931,104.9484083861151
3725,130301.SH,AAA,3.48%,102.46136340203984,102.0499,104.99659234012714
3726,173055.SH,AAA,3.48%,100.37795365007437,100.41,102.86163222305136
3727,173056.SH,AAA,3.48%,100.37795365007437,100.41,102.86163222305136
3728,173057.SH,AAA,3.48%,100.37795365007437,100.41,102.86163222305136
3729,157487.SH,AAA,3.48%,102.70853828526234,100.4481,105.2498831376407
3730,188306.SH,AAA,3.48%,103.43170719816992,102.2024,105.99094561251403
3731,157420.SH,AAA,3.48%,102.82077617239239,100.553,105.3648981568521
3732,157421.SH,AAA,3.48%,102.82077617239239,100.553,105.3648981568521
3733,157436.SH,AAA,3.48%,102.82077617239239,100.553,105.3648981568521
3734,157439.SH,AAA,3.48%,102.82077617239239,100.553,105.3648981568521
3735,188234.SH,AAA,3.48%,104.03342078959146,102.3264,106.6075475643747
3736,163542.SH,AAA,3.48%,104.70727583212258,103.1052,107.29807598257813
3737,188052.SH,AAA,3.48%,103.87008631151072,102.7459,106.44017165758689
3738,157358.SH,AAA,3.48%,104.41291081470213,102.7649,106.99642741274589
3739,157339.SH,AAA,3.48%,103.64885682356298,101.8585,106.21346822920755
3740,173146.SH,AAA,3.48%,102.9544746964638,101.3062,105.50190481928858
3741,173148.SH,AAA,3.48%,102.9544746964638,101.3062,105.50190481928858
3742,173151.SH,AAA,3.48%,102.9544746964638,101.3062,105.50190481928858
3743,173551.SH,AAA,3.48%,102.9544746964638,101.3062,105.50190481928858
3744,173552.SH,AAA,3.48%,102.9544746964638,101.3062,105.50190481928858
3745,163160.SH,AAA,3.48%,105.23208362140626,103.9163,107.83586923145505
3746,175861.SH,AAA,3.48%,104.1877409783588,103.6463,106.76568613887595
3747,173130.SH,AAA,3.48%,104.30681662029082,103.1558,106.88770810128648
3748,173132.SH,AAA,3.48%,104.30681662029082,103.1558,106.88770810128648
3749,140531.SH,AAA,3.48%,104.7619408409075,103.1654,107.35409358230632
3750,173122.SH,AAA,3.48%,104.3490830158959,103.194,106.93102030563048
3751,173123.SH,AAA,3.48%,104.3490830158959,103.194,106.93102030563048
3752,173124.SH,AAA,3.48%,104.3490830158959,103.194,106.93102030563048
3753,173125.SH,AAA,3.48%,104.3490830158959,105.534,106.93102030563048
3754,173127.SH,AAA,3.48%,104.3490830158959,105.614,106.93102030563048
3755,173541.SH,AAA,3.48%,104.35854990207763,103.2035,106.94072143351079
3756,173542.SH,AAA,3.48%,104.35854990207763,103.2035,106.94072143351079
3757,163993.SH,AAA,3.48%,104.2888168997676,103.2702,106.86926300886078
3758,163133.SH,AAA,3.48%,101.11593499935687,100.2002,103.6178736423773
3759,175642.SH,AAA,3.48%,101.73628818489736,100.2098,104.25357639282302
3760,163121.SH,AAA,3.48%,101.13707130919424,102.5588,103.63953293358605
3761,175625.SH,AAA,3.48%,101.79359096131411,101.7165,104.31229702717354
3762,127938.SH,AAA,3.47%,103.02734376249079,100.7891,105.5765769041194
3763,130700.SH,AAA,3.47%,101.56316545468592,100.8176,104.07617004056225
3764,127952.SH,AAA,3.47%,100.54428346939493,100.9887,103.03207758560896
3765,188814.SH,AAA,3.47%,103.23336945684389,101.2834,105.78770034736996
3766,127934.SH,AAA,3.47%,103.53973882534707,101.3215,106.10165029515673
3767,160920.SH,AAA,3.47%,102.66687363205773,101.331,105.20718756477046
3768,160921.SH,AAA,3.47%,102.66687363205773,101.331,105.20718756477046
3769,188772.SH,AAA,3.47%,103.16401132943814,101.3405,105.71662607325435
3770,188648.SH,AAA,3.47%,103.59078769197417,101.5876,106.15396227755383
3771,188598.SH,AAA,3.47%,103.38265909089415,100.9672,105.9406838947924
3772,188595.SH,AAA,3.47%,103.71128370709194,101.6922,106.277439757824
3773,188428.SH,AA+,3.47%,103.63566330591443,102.9719,106.19994826082062
3774,188248.SH,AAA,3.47%,103.97390156205535,102.2816,106.54655563666154
3775,157726.SH,AAA,3.47%,102.75106831025332,100.5609,105.29346549442306
3776,157722.SH,AAA,3.47%,102.75268212056682,100.5704,105.29511923567709
3777,157724.SH,AAA,3.47%,102.75268212056682,100.5704,105.29511923567709
3778,157725.SH,AAA,3.47%,102.75268212056682,100.5704,105.29511923567709
3779,157753.SH,AAA,3.47%,102.75268212056682,100.5704,105.29511923567709
3780,130743.SH,AAA,3.47%,102.93410631102643,102.513,105.4810324534388
3781,130698.SH,AAA,3.47%,103.05524253688517,100.8176,105.60516598535565
3782,173029.SH,AAA,3.47%,100.75135793784106,100.8461,103.24427575305062
3783,157294.SH,AAA,3.47%,103.61514627389113,101.2929,106.17892357038265
3784,130381.SH,AAA,3.47%,103.94815320256075,102.6985,106.5201701786165
3785,130383.SH,AAA,3.47%,103.94815320256075,100.0285,106.5201701786165
3786,160052.SH,AAA,3.47%,102.21977578521297,100.0856,104.74902705623704
3787,160055.SH,AAA,3.47%,102.21977578521297,100.0856,104.74902705623704
3788,157566.SH,AAA,3.47%,102.26766970079262,100.1141,104.79810602378852
3789,157569.SH,AAA,3.47%,102.26766970079262,100.1141,104.79810602378852
3790,157572.SH,AAA,3.47%,102.26766970079262,100.1141,104.79810602378852
3791,157128.SH,AAA,3.47%,102.36099213967303,102.3536,104.89373756475159
3792,157563.SH,AAA,3.47%,102.38975401931383,100.1521,104.92321110727833
3793,157799.SH,AAA,3.47%,102.37246564943065,100.2092,104.90549496663196
3794,157801.SH,AAA,3.47%,102.37246564943065,100.2092,104.90549496663196
3795,130306.SH,AAA,3.47%,104.1863420036489,100.2662,106.76425254896037
3796,130310.SH,AAA,3.47%,104.1863420036489,100.2662,106.76425254896037
3797,130314.SH,AAA,3.47%,104.1863420036489,100.2662,106.76425254896037
3798,157107.SH,AAA,3.46%,101.87788082399452,100.4171,104.39867249648613
3799,157108.SH,AAA,3.46%,101.87788082399452,100.4171,104.39867249648613
3800,157543.SH,AAA,3.46%,101.87788082399452,101.2171,104.39867249648613
3801,157544.SH,AAA,3.46%,101.87788082399452,101.8371,104.39867249648613
3802,184108.SH,AAA,3.46%,102.7149547400465,100.8816,105.25645835648292
3803,175048.SH,AAA,3.46%,102.89671854010255,102.652,105.44271958689224
3804,163763.SH,AAA,3.46%,103.12073896883004,102.8575,105.67228301304603
3805,130345.SH,AAA,3.46%,102.34314379587309,101.8769,104.87544759460394
3806,130305.SH,AAA,3.46%,102.43758849038221,102.0096,104.97222915946708
3807,130309.SH,AAA,3.46%,102.43758849038221,102.0096,104.97222915946708
3808,130313.SH,AAA,3.46%,102.43758849038221,102.0096,104.97222915946708
3809,160027.SH,AAA,3.46%,104.08493946702976,102.0476,106.66034098223764
3810,188161.SH,AAA,3.46%,104.04120977814596,102.8488,106.61552927795766
3811,130179.SH,AAA,3.46%,102.71781744528496,102.4078,105.25939189440332
3812,171940.SH,AAA,3.46%,100.88711033660991,101.0427,103.38338710975587
3813,171944.SH,AAA,3.46%,100.88711033660991,101.0427,103.38338710975587
3814,160997.SH,AAA,3.46%,100.93536529536624,101.0712,103.432836053872
3815,171929.SH,AAA,3.46%,100.93536529536624,101.0712,103.432836053872
3816,173500.SH,AAA,3.46%,100.93536529536624,101.0712,103.432836053872
3817,173504.SH,AAA,3.46%,100.93536529536624,101.0712,103.432836053872
3818,173511.SH,AAA,3.46%,100.93536529536624,101.0712,103.432836053872
3819,157665.SH,AAA,3.46%,104.41038350335731,102.8344,106.99383756746003
3820,157666.SH,AAA,3.46%,104.41038350335731,102.8344,106.99383756746003
3821,175997.SH,AAA,3.46%,104.43757243639729,102.8538,107.02169924354723
3822,175987.SH,AAA,3.46%,104.44586016211244,102.8533,107.03019203467792
3823,173574.SH,AAA,3.46%,102.5800512320529,101.1281,105.11821689488461
3824,173576.SH,AAA,3.46%,102.5800512320529,101.1281,105.11821689488461
3825,157648.SH,AAA,3.46%,103.54180669247405,101.2797,106.1037693280735
3826,173156.SH,AAA,3.46%,104.06823978888778,103.0429,106.64322809948979
3827,163193.SH,AAA,3.46%,105.28247029941434,103.9904,107.88750264052291
3828,157618.SH,AAA,3.46%,103.8502959980815,101.5357,106.41989166713569
3829,130317.SH,AAA,3.46%,104.1389365357043,100.2559,106.71567411483453
3830,160017.SH,AAA,3.46%,102.45574552421925,100.3413,104.99083545765204
3831,160019.SH,AAA,3.46%,102.45574552421925,100.3413,104.99083545765204
3832,160021.SH,AAA,3.46%,102.45574552421925,100.3413,104.99083545765204
3833,160022.SH,AAA,3.46%,102.45574552421925,100.3413,104.99083545765204
3834,160023.SH,AAA,3.46%,102.45574552421925,100.3413,104.99083545765204
3835,160024.SH,AAA,3.46%,102.45574552421925,100.3413,104.99083545765204
3836,173072.SH,AAA,3.45%,101.4790354027445,100.3875,103.98995833622853
3837,173074.SH,AAA,3.45%,101.4790354027445,100.3875,103.98995833622853
3838,157102.SH,AAA,3.45%,101.86570478472674,100.4348,104.38619518221988
3839,157103.SH,AAA,3.45%,101.86570478472674,100.4348,104.38619518221988
3840,157093.SH,AAA,3.45%,101.9159203920587,100.4821,104.43765328776408
3841,157094.SH,AAA,3.45%,101.9159203920587,100.4821,104.43765328776408
3842,185128.SH,AAA,3.45%,102.47215228845126,100.5955,105.00764817884263
3843,130711.SH,AAA,3.45%,101.4989437708387,100.7751,104.01035930240288
3844,188687.SH,AA+,3.45%,102.66099121633252,100.8129,105.20115959885855
3845,188972.SH,AAA,3.45%,102.72355927157031,100.8885,105.26527579223321
3846,175316.SH,AAA,3.45%,101.67836130797139,100.7925,104.19421621567734
3847,188851.SH,AAA,3.45%,102.89398100103323,101.947,105.43991431216104
3848,127936.SH,AAA,3.45%,103.2739957505407,101.1153,105.8293318683252
3849,155599.SH,AAA,3.45%,102.22160120040581,102.1808,104.75089763816658
3850,163798.SH,AAA,3.45%,102.99751374917177,102.7892,105.54600879879695
3851,130380.SH,AAA,3.45%,102.24189997283086,101.7675,104.77169866855061
3852,130355.SH,AAA,3.45%,102.32645835982468,101.8621,104.85834930634557
3853,130358.SH,AAA,3.45%,102.32645835982468,103.6021,104.85834930634557
3854,130362.SH,AAA,3.45%,102.32645835982468,101.8621,104.85834930634557
3855,188327.SH,AAA,3.45%,103.84993199326317,101.881,106.4195186556487
