,WINDCODE,YOYEPS_BASIC,YOYEPS_DILUTED,YOYOCFPS,YOY_TR,YOY_OR,YOYOP,YOYOP2,YOYEBT,YOYPROFIT,YOYNETPROFIT,YOYNETPROFIT_DEDUCTED,DP_YOY,YOYROE,YOYOCF,MAINTENANCE,YOY_CASH,YOY_FIXEDASSETS,FA_RDEXP_YOY,YOY_EQUITY,YOYCF,YOYDEBT,YOY_ASSETS,ROE_AVG,ROE_BASIC,ROE_DILUTED,ROE_DEDUCTED,ROE_EXBASIC,ROE_EXDILUTED,ROE_ADD,ROA2,ROA,ROIC,ROP,ROE_YEARLY,ROA2_YEARLY,ROA_YEARLY,NETPROFITMARGIN,NETPROFITMARGIN_DEDUCTED,GROSSPROFITMARGIN,COGSTOSALES,NPTOCOSTEXPENSE,EXPENSETOSALES,OPTOEBT,PROFITTOGR,OPTOGR,EBITTOGR,GCTOGR,OPERATEEXPENSETOGR,ADMINEXPENSETOGR,FINAEXPENSETOGR,IMPAIRTOOP,EBITDATOSALES
2022-02-18,002142.SZ,,,,,,,,,,,,26.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-31,600000.SH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-30,600000.SH,,,,27.6961,27.6961,12.7651,,12.8876,4.8017712375772446,4.8018,,,-51.5569,,,55.60138931761033,,,116.33987000521167,,26.06416283414024,30.038919555416772,6.5944,,6.38,6.5944,,6.3839,,,0.4896,,939.6199897364063,13.1888,,0.9792,24.5358,32.11426310512629,,,,,100.02535556519811,24.5358,33.2566,,,,,,,
2000-09-29,600000.SH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-29,600000.SH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-30,600000.SH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-29,600000.SH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-28,600000.SH,,,,,,,,,,,,0.6835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-31,600000.SH,11.0831,,10.3404,23.476,23.476,46.2662,,45.362,33.22886254395991,33.2289,11.563,11.563,22.2963,10.3333,226.85874916624294,35.32006965624184,49.578949232793704,,8.939368923515163,,35.16156372554516,33.875256607042424,14.6351,15.13,15.03,14.723,15.22,15.12,15.13,,0.6977,,196.8736711070843,14.6351,,0.6977,14.7786,25.4844383563866,,,,,100.44290600758514,14.7786,35.3436,,,,,,,
2002-03-29,600000.SH,,,,,,,,,,,,11.563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-28,600000.SH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-27,600000.SH,,,,,,,,,,,,1.2055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-31,600000.SH,-19.2744,,10.7784,0.4336,0.4336,-43.8941,,29.5715,21.041083797720916,21.0411,19.8454,19.8454,7.4505,66.1751,200.90800558649028,23.301625818291928,28.42758765465246,,12.648236227290049,,62.84581861777356,60.80351295191746,17.1065,16.67,16.15,17.0393,16.61,16.08,16.61,,0.5675,,197.2574154800156,17.1065,,0.5675,15.7582,20.9219113317889,,,,,99.59638473226889,15.7582,59.1971,,,,,,64.58455228594254,
2003-03-31,600000.SH,,,,56.8306,56.8306,58.2893,,18.0558,18.76937332778789,18.7694,,,-19.0678,,730.3917783770236,5.107922475709002,28.335521439599997,,46.75194427933285,,58.30485435788779,57.826712628774615,3.3719,,2.93,,,2.94,,,0.1129,,287.4875058382122,13.4876,,0.4516,12.9597,,,,,,312.0911731796164,12.9597,53.5127,,,,,,35.888092300215305,
2003-06-30,600000.SH,-24.4444,,-19.3901,51.8744,51.8744,35.9334,,23.209,21.312168763631373,21.3122,22.8114,22.8114,-16.8633,30.9638,353.2672113422418,19.09504919721334,29.451704112900316,,45.91889908180809,47.38476453576285,64.60605159728435,63.92591330120651,6.8915,6.34,5.92,6.9623,6.41,5.98,6.34,,0.2112,,308.56208826176794,13.783,,0.4224,12.1844,12.30958683098769,,,,,314.5523984741197,12.1844,53.8332,,,,,,36.746109618098956,
2003-09-30,600000.SH,,,,49.5588,49.5588,41.2093,,33.6495,26.602550412380268,26.6026,,,-12.9979,,236.19972059820705,10.111356421257831,29.81778466788113,,45.51664334860684,,48.63626861406365,48.53467613393466,11.1053,,9.39,,,9.43,,,0.3378,,254.94848540566787,14.8071,,0.4504,12.7296,,,,,,306.2271920328399,12.7296,55.6152,,,,,,37.733954838065074,
2003-12-31,600000.SH,13.2022,,19.0748,5.0378,5.0378,-51.2755,,25.5535,21.845284991835022,21.8453,19.9513,19.9513,-15.273,28.953,50.229146804646504,1.783788908297224,6.3895275061760515,,43.80934807323561,-72.52142040324068,32.32308313753519,32.852038099759866,15.6833,13.96,13.04,15.3789,13.69,12.79,13.69,,0.4816,,203.56103888396441,15.6833,,0.4816,13.0212,17.924885934458466,,,,,100.37673451154372,13.0212,55.4609,,,,,,95.66923948847662,
2004-03-31,600000.SH,,,129.7198,53.1135,53.1135,34.7406,,50.187,31.680731417874075,31.6807,,,18.1192,129.7245,197.3417714720649,17.98905589953844,5.861492912358197,,11.48120631566934,,41.30456788434028,40.15687628808401,3.4625,,3.46,3.4723,,3.47,,,0.1089,,358.49157480483103,13.85,,0.4356,11.1456,11.177132561389037,,,,,279.99325203501826,11.1456,47.0914,,,,,,36.83317187941035,
2004-06-30,600000.SH,31.1765,,68.8139,45.118,45.118,40.209,,39.5254,32.97802765776855,32.978,26.1306,26.1306,18.5411,68.8094,50.28224719407937,17.264903000140183,2.513305723374867,,12.178792623552178,420.87110014086625,21.07349096796396,20.785320643639835,7.1405,7.14,7.01,6.8424,6.84,6.72,6.84,,0.2225,,340.0708898017753,14.281,,0.445,11.1651,10.698981083466402,,,,,316.0935194583553,11.1651,52.0121,,,,,,43.6687044762688,
2004-09-30,600000.SH,,,30.6269,42.6121,42.6121,33.3062,,33.3128,27.870230472951636,27.8702,,,13.6962,30.6303,32.20538676910014,31.633964587246517,2.537804916488466,,12.466592661054756,,17.431718332890966,17.273311396879567,11.0802,,10.67,10.5821,,10.35,,,0.3482,,334.57160350420077,14.7736,,0.4643,11.4138,10.900643230354476,,,,,309.0138624690545,11.4138,52.4618,,,,,,42.552720385106575,
2004-12-31,600000.SH,21.5881,,22.8496,-5.1191,-5.1191,-54.6611,,30.0816,23.238956876072162,23.239,23.3537,23.3537,9.5618,22.8493,86.3165492617353,35.56246751487952,11.590339949700713,,12.483476606806276,848.5058252590745,23.110203011636127,22.76622110205297,15.1249,15.17,14.29,14.8451,14.89,14.02,14.89,,0.467,,226.3380050747931,15.1249,,0.467,11.515,16.600127325957168,,,,,99.19562281029067,11.515,50.3311,,,,,,103.75052167580034,
2005-03-31,600000.SH,,,-15.9872,34.4958,34.4958,47.9972,,24.2593,23.613354117593083,23.6134,23.1338,23.1338,5.7363,-15.9801,353.44696194264094,33.304574011039776,12.632895588196355,,16.907223530446903,,16.6712885262169,16.678510372444183,3.7318,,3.66,3.7278,,3.66,,,0.1126,,327.15626729096044,14.9272,,0.4504,10.2438,10.232902347724458,,,,,242.1588388865127,10.2438,48.8489,,,,,,58.67302082424912,
2005-06-30,600000.SH,26.4574,,19.3065,31.7137,31.7137,27.2604,,37.8406,26.265845288401657,26.2658,31.647,31.647,11.1814,19.306,,18.22106897194678,12.140309793986036,,13.56742268709564,-132.16078648626305,19.149359165961858,18.981401617802618,7.9763,7.93,7.8,7.969,7.92,7.79,7.92,,0.2327,,364.9160977476358,15.9526,,0.4654,10.7033,10.693561366400754,,,,,291.8312010735027,10.7033,50.2536,,,,,,40.77667181417943,
2005-09-30,600000.SH,,,-1.746,29.123,29.123,23.196,,37.5376,28.045556487228794,28.0456,33.8318,33.8318,12.0679,-1.7411,,25.998550738313675,16.831157021067686,,14.257111387041277,,22.860482821754577,22.59725185974989,12.5108,,11.96,12.4883,,11.95,,,0.3634,,374.05963801710976,16.6811,,0.4845,11.3185,11.298169007387528,,,,,276.79173733590926,11.3185,50.0537,,,,,,37.011043377768885,
2005-12-30,600000.SH,,,,,,,,,,,,33.8318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-03-31,600000.SH,,,80.6267,-18.6558,-18.6558,-35.3348,,56.6715,42.49022695400901,42.4902,,,27.445,80.6115,,20.46596291420995,19.316922179345735,,11.80525834063654,21.470056583089658,31.70361285609121,31.0933407888983,4.6261,,4.23,,,4.23,,,0.1248,,1406.6360397073697,18.5044,,0.4992,17.944,,,,,,99.94961568904192,17.944,29.9129,,,,35.6127,,90.68859840730404,
2006-06-30,600000.SH,44.6809,,-386.1658,21.4394,21.4394,33.5161,,34.8718,30.834784482174467,30.8348,43.0186,43.0186,20.1725,-165.4361,270.5710773462275,,21.092509549268005,,20.666673793938315,-78.99350553883917,28.19474615957339,27.97853748686188,9.6819,9.63,9.37,9.5403,9.49,9.23,9.49,,0.2657,,502.14541711312063,19.3638,,0.5314,18.5731,18.301567700440497,,,,,98.91892077310686,18.5731,30.2551,,,,36.1905,,86.6155514583037,
2006-09-29,600000.SH,,,,,,,,,,,,43.0186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-29,600000.SH,,,,,,,,,,,,37.2635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-03-30,600000.SH,,,,,,,,,,,,33.8859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-29,600000.SH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-09-28,600000.SH,,,,,,,,,,,,114.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-28,600000.SH,,,,,,,,,,,,95.642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-31,600000.SH,182.60869565217394,116.08695652173913,-167.28,52.0037,52.0037,118.8933,,118.7229,186.55293062919552,186.55,,,5.13,-167.3,,,-3.429515278478431,,22.31467314496015,50.2887727133895,35.40080448508011,34.92341303207215,9.4165,,8.95,9.4298,,8.96,,,0.3015,,2071.2817949848977,37.666,,1.206,34.9795,35.02876996089723,,,,,100.14317007419531,34.9795,45.9812,,,,33.6951,,27.138996386811232,
2008-06-30,600000.SH,151.1111111111111,151.1111111111111,-38.288,43.8585,43.8585,52.888,,52.7287,149.62040326262368,149.6204,87.932,87.932,88.3405,-19.7778,72.71991198676065,,4.99271352690153,,32.53677274002696,121.37567682490422,30.153019439809626,30.233869705978485,20.268,20.4,18.42,20.2768,20.41,18.43,20.4,,0.6649,,357.962882953823,40.536,,1.3298,38.1584,38.17490442752752,,,,,100.1773072043308,38.1584,50.3421,,,,34.4535,,14.395504687283687,
2008-09-26,600000.SH,,,,,,,,,,,,87.932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,600000.SH,127.83505154639177,25.09897070467143,46.42,33.56,33.56,42.4545,,42.2479,127.61125056093736,127.6137,85.26,85.26,54.5362,90.3484,102.43099637742449,,13.670386274960785,,47.28825470643703,283.0916873592444,42.97380112010582,43.1096796406477,35.7715,36.71,30.03,34.6855,35.6,29.12,35.6,,1.1253,,189.56124519674086,35.7715,,1.1253,36.2142,35.115176421206975,,,,,100.18658612290778,36.2142,44.3627,,,,36.6857,,24.25297157188142,
2009-03-31,600000.SH,5.231388329979883,-24.748490945674046,643.12,-1.6908,-1.6908,4.5411,,4.8417,5.293696983712328,5.2929,4.9964,4.9964,-26.4859,807.6659,,,14.574902512719598,,43.2282502082436,192.55269967296525,58.4038010422263,57.9042782820261,6.8307,,6.58,6.8211,,6.57,,,0.2107,,1714.5216851841167,27.3228,,0.8428,37.4646,37.41147957518135,,,,,99.85607751893328,37.4646,48.896,,,,25.08,,36.86954067503695,
2009-06-30,600000.SH,6.46766169154228,-41.76991150442477,-77.94,-0.1722,-0.1722,6.6722,,7.0127,6.37800974973622,6.3673,6.17,6.17,-21.3592,-69.1189,208.22366728386982,,15.284870128766329,,35.257204652178515,-430.1752091490516,62.46083347908334,61.52658882594828,15.3257,15.1,14.49,15.3041,15.08,14.47,15.08,,0.4631,,795.392431313291,30.6514,,0.9262,40.6621,40.60088333408772,,,,,99.85854149122149,40.6621,53.7936,,,,25.5634,,21.40104374112134,
2009-09-30,600000.SH,4.428341384863119,-19.565217391304348,-53.02,2.469,2.469,4.8267,,4.9906,4.538492549756397,4.532,4.5536,4.5536,-38.7649,-34.1368,,,10.129026861283528,,70.70607120812544,7.7927330370526375,41.29571855092506,42.30804234653947,19.2854,,15.82,19.2941,,15.82,,,0.7105,,329.09513043868463,25.7139,,0.9473,39.0656,39.08070919077311,,,,,99.95474860560968,39.0656,51.5729,,,,32.3275,,14.006314262823011,
2009-12-31,600000.SH,2.531645569620255,-20.886075949367093,-37.12,6.549,6.549,12.0425,,13.0204,5.587369707801046,5.5978,8.16,8.16,-35.2309,-1.9166,101.2868140043792,,13.02100655827777,,63.03729880256278,52.261966846889266,22.631657417692217,23.92595320268944,24.1107,25.86,19.45,23.9455,25.68,19.32,25.68,,0.9014,,219.6362340168107,24.1107,,0.9014,35.8874,35.64528345269375,,,,,99.31978126708695,35.8874,46.65,,,,35.9915,,18.52421992857812,
2010-03-31,600000.SH,24.33155080213904,-4.278074866310164,-242.4,35.7122,35.7122,39.0427,,38.7614,38.65532463829561,38.6955,38.8118,38.8118,-13.5637,-322.1289,,,12.135511650861023,,60.45974717075704,-408.8541816254475,9.215544705706144,10.760011433239649,5.859,,5.69,5.8556,,5.69,,,0.25,,783.4752739509767,23.436,,1.0,38.2771,38.26594259371363,,,,,100.05852617381362,38.2771,50.096,,,,35.0467,,15.174983071903924,
2010-06-30,600000.SH,20.21276595744681,-7.294832826747727,-384.72,36.4213,36.4213,30.2546,,31.6646,33.93433993175318,33.9207,32.19,32.19,-17.3902,-512.5201,141.11384237996526,,9.927345185828523,,62.112320615857854,286.8908251087086,8.429668949914342,9.989536273831238,12.6266,12.51,11.97,12.4457,12.33,11.8,12.33,,0.5336,,393.0575735632698,25.2532,,1.0672,39.9208,39.34115398701737,,,,,98.78913926701905,39.9208,51.3619,,,,34.4559,,12.957626373945791,
2010-09-30,600000.SH,29.429429429429423,-0.5005005005005009,-138.05,36.252,36.252,41.1294,,42.1916,44.25955743288627,44.1896,45.7384,45.7384,14.9156,-149.4764,,,10.17200873175596,,25.474315073976634,-37.39126597405539,24.41367551627243,24.46388098096721,19.842,,18.18,20.0641,,17.98,,,0.8251,,306.93400702281434,26.456,,1.1001,41.3615,41.801683891367674,,,,,99.20809102290362,41.3615,53.419,,,,33.3876,,10.822076512745724,
2010-12-31,600000.SH,28.000000000000007,-1.6000000000000014,-103.28,35.3898,35.3898,45.9513,,46.166,45.12589841872574,45.0996,43.7,43.7,-19.8353,-105.3217,60.90235772369249,,5.062903159554721,,81.00199973164042,-12.339231730027745,33.03038270439443,35.045696606598284,20.0862,23.27,15.59,19.8937,23.05,15.44,23.05,,1.0057,,242.58262146005484,20.0862,,1.0057,38.4681,38.096644116962835,,,,,99.17386697368596,38.4681,50.2891,,,,33.0555,,18.29694147580528,
2011-03-31,600000.SH,17.877094972067038,-9.21787709497206,133.16,41.7005,41.7005,46.5921,,46.75,47.97103057571957,47.5576,47.7131,47.7131,-17.4463,153.8833,,,4.959971679204284,,78.74130599571177,187.82922192109027,34.70311055058903,36.62706174639569,4.8073,,4.69,4.8096,,4.69,,,0.2723,,768.1142424432029,19.2292,,1.0892,39.9709,39.88961829358341,,,,,99.95090109796209,39.9709,51.8253,,,,34.5933,,10.397039561165904,
2011-06-30,600000.SH,13.114754098360649,13.114754098360649,121.58,40.0572,40.0572,44.9509,,43.1932,42.147698904254796,41.8333,42.83,42.83,-19.2164,135.055,117.38329984285565,,5.2562057257859,,75.57194097179973,-132.1318575016181,36.14870107498871,37.83715449719814,10.0533,9.96,9.67,9.9787,9.89,9.6,9.89,,0.5557,,418.94231107754666,20.1066,,1.1114,40.5167,40.11902611470829,,,,,100.00175934830904,40.5167,53.1565,,,,33.1196,,10.798170404409204,
2011-09-30,600000.SH,7.3440643863179025,7.3440643863179025,224.06,37.3783,37.3783,36.7912,,35.7599,34.51801378286304,34.1888,31.9367,31.9367,-21.5432,301.5466,,,5.987710166964809,,71.03529908888345,-66.67334271875329,25.740942075694996,27.620277591290147,15.1658,,14.27,15.0782,,14.18,,,0.8475,,317.7535467020951,20.2211,,1.13,40.5004,40.14590842940961,,,,,99.96167046563636,40.5004,53.1907,,,,31.1017,,14.180993808964118,
2011-12-30,600000.SH,,,,,,,,,,,,31.9367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-30,600000.SH,,,,,,,,,,,,42.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-29,600000.SH,,,,,,,,,,,,30.0845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-28,600000.SH,,,,,,,,,,,,33.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,600000.SH,25.342465753424666,25.342465753424666,-51.22,22.1355,22.1355,24.2246,,24.8751,25.428623651983184,25.2877,24.76,24.76,5.0952,-51.2177,61.9625,,7.9135099210133575,,19.213513331990058,-114.10309448949198,16.996901031424947,17.171901155215455,20.9481,20.95,19.26,20.6797,20.68,19.01,20.68,,1.177,,311.0212176042151,20.9481,,1.177,41.3625,40.68376892660816,,,,,99.25146355633015,41.3625,53.5478,,,,28.7082,,18.278214277673968,
2013-03-29,600000.SH,,,,,,,,,,,,24.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-28,600000.SH,,,,,,,,,,,,12.4381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,600000.SH,14.13276231263383,14.13276231263383,757.6,19.1468,19.1468,14.8424,,14.6048,14.352134146341463,14.1315,14.3146,14.3146,-1.049,757.5944,,,4.395349267437705,,15.342287396981288,-447.6350773092943,14.30522920295815,14.377207245990434,15.9785,15.93,15.2343,15.8413,15.79,15.1035,15.79,,0.8904,,396.69858065545014,21.3047,,1.1872,41.4007,40.788112090732234,,,,,99.74747474747475,41.4007,53.955,,,,26.8582,,21.20444955887994,
2013-12-31,600000.SH,19.672131147540973,19.890710382513653,233.15,20.5697,20.5697,20.4957,,20.3222,20.078109061234006,19.704,19.7,19.7,3.9613,233.131,25.891472868217054,,1.059104885548343,,15.142791145765845,-27.39806394837196,17.08839506306034,16.988804106676177,21.4323,21.53,20.02,21.1574,21.25,19.77,21.25,,1.2072,,340.77331983293254,21.4323,,1.2072,41.1938,40.39094135879618,,,,,99.39460342810452,41.1938,53.515,,,,25.8261,,24.42688190123872,
2014-03-31,600000.SH,20.33542976939203,20.33542976939203,-179.22,25.4009,25.4009,20.2627,,20.7432,20.746285331247904,20.2965,19.64,19.64,3.7253,-179.2147,,,1.2562521809933698,,15.976087514985442,-2.667359579161717,9.383010458118594,9.759128523376596,5.087,5.09,4.9423,5.0381,,4.8948,,,0.2913,,1165.6515434016987,20.348,,1.1652,39.1566,38.4283747554525,,,,,99.55931480560096,39.1566,50.7463,,,,25.4837,,32.30527593346184,
2014-06-30,600000.SH,16.939364773820998,16.939364773820998,-112.09,26.9251,26.9251,17.2135,,17.3031,17.25464054968721,16.8678,16.61,16.61,-0.0527,-112.0875,47.901591895803186,,1.28130460104834,,16.929471248607424,-12.14108152898368,13.09629519402235,13.313614585453642,10.72,10.52,10.38,10.6282,10.43,10.29,10.43,,0.6009,,676.527293844367,21.44,,1.2018,38.7294,38.04345985129482,,,,,99.75862415769889,38.7294,50.3989,,,,22.758,,39.33864300836778,
2014-09-30,600000.SH,16.69793621013134,16.69793621013134,-81.62,23.8641,23.8641,16.9518,,16.9753,17.1998933546624,16.7047,16.85,16.85,-1.2584,-81.6215,,,13.472597113014903,,18.191989945281488,-4.561176862810468,9.618523346199222,10.091951931346713,15.9734,15.92,15.04,15.8555,15.81,14.9315,15.81,,0.921,,465.0933968790837,21.2979,,1.228,39.1732,38.47704766466532,,,,,99.72742536906605,39.1732,50.944,,,,23.0192,,37.2764245419163,
2014-12-31,600000.SH,14.904284412032814,14.904284412032814,-38.02,23.1625,23.1625,15.3728,,15.1925,14.951456310679612,14.9162,15.48,15.48,-9.7279,-38.0174,125.30120481927712,,18.796484110885732,,27.299816513761467,-196.76874664210607,13.237964374421592,14.015801093712849,20.2461,21.02,19.18,20.0842,20.85,19.02,20.85,,1.2026,,358.4306021033168,20.2461,,1.2026,38.4475,37.871100250850375,,,,,99.55021763662744,38.4475,50.1303,,,,23.1164,,39.17831290181535,
2015-03-31,600000.SH,4.5296167247386805,4.5296167247386805,-2.2978,19.5239,19.5239,4.8476,,5.1532,4.635455218356773,4.5191,4.37,4.37,-20.6667,-2.313,,,78.79379666858128,,31.746800862025204,75.17225705814903,12.660134745373504,13.763748162010426,4.1029,4.47,3.9209,4.0578,4.42,3.8778,4.42,,0.2676,,1589.9417278946037,16.4116,,1.0704,34.279,33.55763693128429,,,,,99.26997431391105,34.279,44.5152,,,,19.6538,,63.41413591175269,
2015-06-30,600000.SH,5.432098765432085,-4.115226337448563,793.3702,19.7449,19.7449,4.8862,,5.6891,5.505750645034329,5.5041,4.47,4.47,-19.38,793.434,898.75173370319,,73.55951696377228,,30.8659166697204,121.78387466401088,16.334932909991053,17.13704357800091,8.7578,9.37,9.35,8.5977,9.2,9.17,9.2,,0.5483,,716.9197885026438,17.5156,,1.0966,34.124,33.19047821105784,,,,,99.00082471610733,34.124,44.1451,,,,20.2147,,65.01553939316267,
2015-09-30,600000.SH,6.752411575562695,-2.9474812433011874,488.52,21.0074,21.0074,5.7441,,6.8274,6.5629709670998375,6.7904,5.38,5.38,-17.7244,488.4739,,,79.51184196917986,,29.796054224158798,269.03310017735794,21.4087959543736,21.88691825037494,13.2619,14.37,13.75,12.9906,14.08,12.1233,14.08,,0.8311,,484.1084695393759,17.6825,,1.1081,34.4972,33.50946314161573,,,,,98.71606450295978,34.4972,44.5182,,,,20.3522,,63.997849506834015,
2015-12-31,600000.SH,5.712019040063472,-3.9270130900436238,87.71,18.9713,18.9713,6.9894,,7.814,7.679476351351351,7.6086,6.24,6.24,-11.1704,87.7086,523.6664622930717,,80.81957882754696,,21.140489451087564,198.1521233124709,20.167449898147275,20.220289976653532,17.591,18.82,17.42,17.2285,18.43,17.06,18.43,,1.1038,,347.539364963883,17.591,,1.1038,34.7984,33.818491982258614,,,,,98.78882126889663,34.7984,45.0815,,,,21.8588,,58.720692630208724,
2016-03-31,600000.SH,15.999999999999998,5.000000000000004,-18.4735,27.8864,27.8864,25.5141,,24.7195,24.104695375364756,24.3702,23.58,23.58,3.332,-24.808,,,28.977126702647134,,20.35979740379833,57.13572439044686,23.01767076109594,22.857130100041527,4.2265,4.5,4.18,4.1537,4.42,3.9817,4.42,,0.2733,,1306.6691367173028,16.906,,1.0932,33.2654,32.42871702495793,,,,,99.90244431196142,33.2654,43.6894,,,,18.8381,,72.07182770032009,
2016-06-30,600000.SH,5.493562231759661,-18.454935622317603,-160.39,16.2247,16.2247,12.9057,,12.0409,12.078255823592803,11.9943,11.66,11.66,-7.3757,-163.6229,738.4747215081405,,37.7045921410112,,20.912438396057347,-23.00658735620883,16.368850620106315,16.672379413259655,8.1046,8.59,8.22,7.9329,8.4,8.04,8.4,,0.5192,,677.0092920777852,16.2092,,1.0384,32.9066,31.887991043177728,,,,,99.76501896834834,32.9066,42.8844,,,,20.3573,,75.23482505178922,
2016-09-30,600000.SH,3.4235229155162923,-20.485919381557153,-148.25,11.3189,11.3189,10.6511,,9.5918,9.774516344229486,9.472,9.09,9.09,-8.6448,-150.8395,,,20.85613873365213,,19.831149151582768,-82.10321553833005,15.062306802221462,15.378603662027496,12.0543,12.86,12.08,11.7666,12.55,11.0366,12.55,,0.7756,,458.027772445127,16.0724,,1.0341,34.0186,32.83854855781953,,,,,99.67032352995957,34.0186,44.2511,,,,21.3772,,70.04970847660339,
2016-12-30,600000.SH,,,,,,,,,,,,9.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,600000.SH,0.0,-22.222222222222225,-79.9187,0.4006,0.4006,-0.1953,,3.0676,4.3605272532953325,3.8788,2.37,2.37,-6.0813,-97.8441,,,7.422536614526252,,10.605028810895757,-902.5043680838672,12.803470754954782,12.656570989177466,3.8668,3.96,3.89,3.7449,3.83,3.6852,3.83,,0.2494,,1220.4325259515572,15.4672,,0.9976,34.5774,33.06421152030217,,,,,96.73975916285428,34.5774,43.4301,,,,22.5236,,75.88737294124041,
2017-06-30,600000.SH,2.105263157894739,2.105263157894739,-46.9118,1.4384,1.4384,2.1028,,4.0456,5.480769230769231,5.2111,5.4,5.4,-6.0819,-90.9943,150.54446460980034,,10.312304508926424,,12.024305093184964,-708.8877537990039,10.002015527528481,10.129814180682379,7.4617,7.85,7.66,7.3167,7.69,7.5,7.69,,0.4845,,633.0703076513875,14.9234,,0.969,34.2179,33.13338292103558,,,,,97.9020979020979,34.2179,43.1653,,,,23.0775,,75.51417454141189,
2017-09-29,600000.SH,,,,,,,,,,,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-29,600000.SH,,,,,,,,,,,,4.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-30,600000.SH,,,,,,,,,,,,4.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-29,600000.SH,,,,,,,,,,,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-28,600000.SH,,,,,,,,,,,,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-28,600000.SH,,,,,,,,,,,,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-29,600000.SH,,,,,,,,,,,,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28,600000.SH,,,,,,,,,,,,15.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,600000.SH,12.50000000000001,12.50000000000001,81.3614,15.4009,15.4009,13.4648,,13.4341,11.909124221326493,11.9032,9.48,9.48,-5.6488,81.1649,,,16.391890825905183,,18.6027564519246,-153.78622051462597,10.95317260676132,11.520105551001949,9.5587,10.32,9.9,9.3144,10.06,8.7235,10.06,,0.7471,,346.9691138266141,12.7449,,0.9961,33.3802,32.184771767792,,,,,100.07621687164385,33.3802,39.4669,,,,21.7801,,0.0017308824038494823,
2019-12-31,600000.SH,5.405405405405398,3.783783783783775,79.7051,11.6016,11.6016,6.9189,,6.9435,5.292400247721844,5.36,3.43,3.43,-10.2956,79.7175,,,14.687452815944436,,17.452424071490068,-56.60180162245558,10.90392973875048,11.388996385465163,11.4901,12.29,11.58,11.2254,12.0,11.3,12.0,,0.8951,,255.59948746110197,11.4901,,0.8951,31.2059,30.182287296526262,,,,,100.06731884784507,31.2059,36.6379,,,,22.5772,,,
